Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2023-10-12 00:00:00+00:00,214.0261993408203,214.1457977294922,213.90679931640625,213.92381286621094,0,0.0,0.0
2023-10-12 00:15:00+00:00,213.9075469970703,214.34661865234375,213.8831787109375,214.34515380859375,58832,0.0,0.0
2023-10-12 00:30:00+00:00,214.34408569335938,214.5873260498047,213.96102905273438,213.96102905273438,6640,0.0,0.0
2023-10-12 00:45:00+00:00,213.95407104492188,213.95407104492188,213.659912109375,213.78219604492188,126176,0.0,0.0
2023-10-12 01:00:00+00:00,213.79061889648438,213.79061889648438,213.41583251953125,213.4251251220703,466864,0.0,0.0
2023-10-12 01:15:00+00:00,213.41629028320312,213.41629028320312,212.9225311279297,213.0668182373047,700064,0.0,0.0
2023-10-12 01:30:00+00:00,213.0451202392578,213.1066131591797,212.99588012695312,213.0049591064453,210720,0.0,0.0
2023-10-12 01:45:00+00:00,213.0009307861328,213.0009307861328,212.7553253173828,212.76480102539062,106224,0.0,0.0
2023-10-12 02:00:00+00:00,212.760498046875,212.760498046875,212.22161865234375,212.2664337158203,12784,0.0,0.0
2023-10-12 02:15:00+00:00,212.28106689453125,212.85292053222656,212.28106689453125,212.85292053222656,104528,0.0,0.0
2023-10-12 02:30:00+00:00,212.85899353027344,213.40647888183594,212.83021545410156,213.34219360351562,0,0.0,0.0
2023-10-12 02:45:00+00:00,213.35247802734375,214.34527587890625,213.35247802734375,214.3250274658203,0,0.0,0.0
2023-10-12 03:00:00+00:00,214.30584716796875,214.33323669433594,214.19651794433594,214.20814514160156,0,0.0,0.0
2023-10-12 03:15:00+00:00,214.18832397460938,214.18832397460938,213.87014770507812,213.87014770507812,98176,0.0,0.0
2023-10-12 03:30:00+00:00,213.86354064941406,213.86354064941406,213.75062561035156,213.7679443359375,845152,0.0,0.0
2023-10-12 03:45:00+00:00,213.8560333251953,213.8560333251953,213.61363220214844,213.73831176757812,0,0.0,0.0
2023-10-12 04:00:00+00:00,213.7509765625,214.07400512695312,213.7509765625,214.07400512695312,52496,0.0,0.0
2023-10-12 04:15:00+00:00,214.07928466796875,214.1814422607422,214.0602264404297,214.101318359375,0,0.0,0.0
2023-10-12 04:30:00+00:00,214.10169982910156,214.25238037109375,214.10169982910156,214.25238037109375,0,0.0,0.0
2023-10-12 04:45:00+00:00,214.2529296875,214.2529296875,214.1483917236328,214.1483917236328,0,0.0,0.0
2023-10-12 05:00:00+00:00,214.11947631835938,214.11947631835938,213.76844787597656,213.76950073242188,0,0.0,0.0
2023-10-12 05:15:00+00:00,213.78961181640625,213.84457397460938,213.7537841796875,213.84457397460938,0,0.0,0.0
2023-10-12 05:30:00+00:00,213.85604858398438,214.15211486816406,213.85604858398438,214.1337432861328,0,0.0,0.0
2023-10-12 05:45:00+00:00,214.1318359375,214.26651000976562,214.1318359375,214.2655487060547,0,0.0,0.0
2023-10-12 06:00:00+00:00,214.27694702148438,214.4948272705078,214.27694702148438,214.48907470703125,0,0.0,0.0
2023-10-12 06:15:00+00:00,214.45663452148438,214.6903076171875,214.45663452148438,214.68960571289062,0,0.0,0.0
2023-10-12 06:30:00+00:00,214.68359375,214.95921325683594,214.68359375,214.93115234375,0,0.0,0.0
2023-10-12 06:45:00+00:00,214.92466735839844,214.92466735839844,214.5074462890625,214.5074462890625,0,0.0,0.0
2023-10-12 07:00:00+00:00,214.4965057373047,214.4965057373047,214.201416015625,214.35391235351562,0,0.0,0.0
2023-10-12 07:15:00+00:00,214.36546325683594,214.4479522705078,214.17657470703125,214.2501220703125,26896,0.0,0.0
2023-10-12 07:30:00+00:00,214.2406005859375,214.32102966308594,214.22569274902344,214.31167602539062,0,0.0,0.0
2023-10-12 07:45:00+00:00,214.31137084960938,214.54042053222656,214.18389892578125,214.18389892578125,0,0.0,0.0
2023-10-12 08:00:00+00:00,214.17062377929688,214.2057342529297,214.02493286132812,214.0269012451172,0,0.0,0.0
2023-10-12 08:15:00+00:00,214.02247619628906,214.17835998535156,213.9832000732422,214.06195068359375,32288,0.0,0.0
2023-10-12 08:30:00+00:00,214.06077575683594,214.28610229492188,214.05165100097656,214.28610229492188,0,0.0,0.0
2023-10-12 08:45:00+00:00,214.30657958984375,214.34744262695312,213.8279571533203,213.8279571533203,0,0.0,0.0
2023-10-12 09:00:00+00:00,213.81008911132812,213.82888793945312,213.6533966064453,213.6864471435547,13096,0.0,0.0
2023-10-12 09:15:00+00:00,213.7034454345703,213.7034454345703,213.29466247558594,213.29466247558594,0,0.0,0.0
2023-10-12 09:30:00+00:00,213.29466247558594,213.29466247558594,212.83128356933594,212.83749389648438,131720,0.0,0.0
2023-10-12 09:45:00+00:00,212.83607482910156,212.94639587402344,212.6552276611328,212.6552276611328,0,0.0,0.0
2023-10-12 10:00:00+00:00,212.68785095214844,212.68785095214844,212.3350372314453,212.67837524414062,346832,0.0,0.0
2023-10-12 10:15:00+00:00,212.6781005859375,212.70481872558594,212.5287628173828,212.56895446777344,191920,0.0,0.0
2023-10-12 10:30:00+00:00,212.57748413085938,212.6546173095703,212.49185180664062,212.6546173095703,0,0.0,0.0
2023-10-12 10:45:00+00:00,212.666015625,212.77308654785156,212.60853576660156,212.61883544921875,117928,0.0,0.0
2023-10-12 11:00:00+00:00,212.6228485107422,212.9442901611328,212.6228485107422,212.87783813476562,19088,0.0,0.0
2023-10-12 11:15:00+00:00,212.87802124023438,212.98309326171875,212.60818481445312,212.60818481445312,22752,0.0,0.0
2023-10-12 11:30:00+00:00,212.61383056640625,212.81837463378906,212.61383056640625,212.71835327148438,0,0.0,0.0
2023-10-12 11:45:00+00:00,212.72164916992188,213.59010314941406,212.7066192626953,213.59010314941406,123928,0.0,0.0
2023-10-12 12:00:00+00:00,213.73190307617188,214.12818908691406,213.73190307617188,213.91363525390625,116712,0.0,0.0
2023-10-12 12:15:00+00:00,213.9285888671875,214.03759765625,213.62069702148438,213.62942504882812,235912,0.0,0.0
2023-10-12 12:30:00+00:00,213.6334228515625,214.02011108398438,213.6334228515625,214.0090789794922,163976,0.0,0.0
2023-10-12 12:45:00+00:00,214.01614379882812,214.06556701660156,213.82569885253906,213.931396484375,292672,0.0,0.0
2023-10-12 13:00:00+00:00,214.23817443847656,216.3274688720703,214.23817443847656,216.3274688720703,7506312,0.0,0.0
2023-10-12 13:15:00+00:00,216.3292236328125,216.66778564453125,214.1647186279297,214.17562866210938,5831040,0.0,0.0
2023-10-12 13:30:00+00:00,214.1599578857422,214.2222137451172,212.40298461914062,212.41604614257812,4233848,0.0,0.0
2023-10-12 13:45:00+00:00,212.40924072265625,212.60072326660156,212.3015594482422,212.50930786132812,835680,0.0,0.0
